author_name,career_stage,paper_title,paper_year,times_cited,total_authors_listed,coauthors,coauthor_count,coauthor_countries_counts,group,gender,coauthor_genders
Joseph A. Carcillo,Senior,A Multicenter Network Assessment of Three Inflammation Phenotypes in Pediatric Sepsis-Induced Multiple Organ Failure,2019,82,19,"Robert A. Berg, David Wessel, Murray M. Pollack, Kathleen L. Meert, Mark W. Hall, Christopher J. L. Newth, John C. Lin, Allan Doctor, Thomas P. Shanley, Tim Cornell, Rick Harrison, Athena F. Zuppa, Ron Reeder, Russell Banks, John A. Kellum, Richard Holubkov, Daniel A. Notterman, J. Michael Dean",18,{'US': 19},control,male,"{'M': 15, 'F': 2}"
Joseph A. Carcillo,Senior,COVID-19 PICU guidelines: for high- and limited-resource settings,2020,78,15,"Saraswati Kache, Mohammod Jobayer Chisti, Felicity Zvanyadza Gumbo, Ezekiel Mupere, Zhi Xia, Karthi Nallasamy, Satoshi Nakagawa, Jan Hau Lee, Matteo Di Nardo, Pedro de la Oliva, Chhavi Katyal, K.J.S. Anand, Daniela Carla de Souza, Vanessa Soares Lanziotti",14,"{'US': 4, 'BD': 1, 'ZW': 1, 'UG': 1, 'CN': 1, 'IN': 1, 'JP': 1, 'SG': 1, 'IT': 1, 'ES': 1, 'BR': 2}",control,male,"{'M': 5, 'F': 4}"
Joseph A. Carcillo,Senior,Executive summary: surviving sepsis campaign international guidelines for the management of septic shock and sepsis-associated organ dysfunction in children,2020,76,51,"Scott L. Weiss, Mark Peters, Waleed Alhazzani, Michael S. D. Agus, Heidi R. Flori, David Inwald, Simon Nadel, Luregn J. Schlapbach, Robert C. Tasker, Andrew C. Argent, Joe Brierley, Enitan D. Carrol, Christopher L. Carroll, Ira M. Cheifetz, Karen Choong, Jeffry J. Cies, Andrea T. Cruz, Danièle De Luca, Akash Deep, Saul N. Faust, Cláudio Flauzino de Oliveira, Mark W. Hall, Paul Ishimine, Étienne Javouhey, Koen F. M. Joosten, Poonam Joshi, Oliver Karam, Martin C. J. Kneyber, Joris Lemson, Graeme MacLaren, Nilesh M. Mehta, Morten Hylander Møller, Christopher J. L. Newth, Trung Nguyen, Akira Nishisaki, Mark Nunnally, Margaret M. Parker, Raina Paul, Adrienne G. Randolph, Suchitra Ranjit, Lewis H. Romer, Halden F. Scott, Lyvonne N. Tume, Judy Verger, Eric A. Williams, Joshua Wolf, Hector R. Wong, Jerry J. Zimmerman, Niranjan Kissoon, Pierre Tissières",50,"{'US': 27, 'GB': 8, 'CA': 3, 'AU': 1, 'ZA': 1, 'FR': 3, 'BR': 1, 'NL': 3, 'IN': 2, 'SG': 1, 'DK': 1}",control,male,"{'M': 32, 'F': 11}"
Joseph A. Carcillo,Senior,Chest compression rates and pediatric in-hospital cardiac arrest survival outcomes,2018,69,44,"Robert M. Sutton, Ron Reeder, William Landis, Kathleen L. Meert, Andrew R. Yates, John Berger, Christopher J. L. Newth, Patrick S. McQuillen, Rick Harrison, Frank W. Moler, Murray M. Pollack, Todd C. Carpenter, Daniel A. Notterman, Richard Holubkov, Jay B. Dean, Vinay Nadkarni, Robert A. Berg, Athena F. Zuppa, Katherine Graham, Carolann Twelves, Mary Ann DiLiberto, Elyse Tomanio, Jeni Kwok, Michael J. Bell, A. Abraham, Anil Sapru, Mustafa F. Alkhouli, Sabrina M. Heidemann, Ann Pawluszka, Mark W. Hall, Lisa Steele, Thomas P. Shanley, Monica Weber, Heidi J. Dalton, Aimee La Bell, Peter M. Mourani, Kathryn Malone, Russell Telford, Christopher Locandro, Whitney Coleman, Alecia Peterson, Julie Thelen, Allan Doctor",43,{'US': 44},control,male,"{'M': 26, 'F': 16}"
Joseph A. Carcillo,Senior,Ventilation Rates and Pediatric In-Hospital Cardiac Arrest Survival Outcomes*,2019,68,19,"Robert M. Sutton, Ron Reeder, William Landis, Kathleen L. Meert, Andrew R. Yates, Ryan W. Morgan, John Berger, Christopher J. L. Newth, Patrick S. McQuillen, Rick Harrison, Frank W. Moler, Murray M. Pollack, Todd C. Carpenter, Daniel A. Notterman, Richard Holubkov, Jay B. Dean, Vinay Nadkarni, Robert A. Berg",18,{'US': 19},control,male,"{'M': 17, 'F': 1}"
Joseph A. Carcillo,Senior,Executive Summary: Surviving Sepsis Campaign International Guidelines for the Management of Septic Shock and Sepsis-Associated Organ Dysfunction in Children,2020,68,51,"Scott L. Weiss, Mark Peters, Waleed Alhazzani, Michael S. D. Agus, Heidi R. Flori, David Inwald, Simon Nadel, Luregn J. Schlapbach, Robert C. Tasker, Andrew C. Argent, Joe Brierley, Enitan D. Carrol, Christopher L. Carroll, Ira M. Cheifetz, Karen Choong, Jeffry J. Cies, Andrea T. Cruz, Danièle De Luca, Akash Deep, Saul N. Faust, Cláudio Flauzino de Oliveira, Mark W. Hall, Paul Ishimine, Étienne Javouhey, Koen F. M. Joosten, Poonam Joshi, Oliver Karam, Martin C. J. Kneyber, Joris Lemson, Graeme MacLaren, Nilesh M. Mehta, Morten Hylander Møller, Christopher J. L. Newth, Trung Nguyen, Akira Nishisaki, Mark Nunnally, Margaret M. Parker, Raina Paul, Adrienne G. Randolph, Suchitra Ranjit, Lewis H. Romer, Halden F. Scott, Lyvonne N. Tume, Judy Verger, Eric A. Williams, Joshua Wolf, Hector R. Wong, Jerry J. Zimmerman, Niranjan Kissoon, Pierre Tissières",50,"{'US': 27, 'GB': 8, 'CA': 3, 'AU': 2, 'ZA': 1, 'FR': 3, 'BR': 1, 'NL': 3, 'IN': 2, 'DK': 1}",control,male,"{'M': 32, 'F': 11}"
Joseph A. Carcillo,Senior,Effect of Physiologic Point-of-Care Cardiopulmonary Resuscitation Training on Survival With Favorable Neurologic Outcome in Cardiac Arrest in Pediatric ICUs,2022,68,47,"Robert M. Sutton, Heather Wolfe, Ron Reeder, Tageldin Ahmed, Robert Bishop, Matthew Bochkoris, Candice Burns, J. Wesley Diddle, Myke Federman, Richard Fernandez, Deborah Franzon, Aisha H. Frazier, Stuart H. Friess, Kathryn Graham, David A. Hehir, Christopher M. Horvat, Leanna L. Huard, William Landis, Tensing Maa, Arushi Manga, Ryan W. Morgan, Vinay Nadkarni, Maryam Y. Naim, Chella A. Palmer, Carleen Schneiter, Matthew Sharron, Ashley Siems, Neeraj Srivastava, Sarah Tabbutt, Bradley Tilford, Shirley Viteri, Robert A. Berg, Michael J. Bell, Todd C. Carpenter, J. Michael Dean, Ericka L. Fink, Mark W. Hall, Patrick S. McQuillen, Kathleen L. Meert, Peter M. Mourani, Daniel A. Notterman, Murray M. Pollack, Anil Sapru, David Wessel, Andrew R. Yates, Athena F. Zuppa",46,{'US': 47},control,male,"{'M': 25, 'F': 15}"
Joseph A. Carcillo,Senior,A Core Outcome Set for Pediatric Critical Care.,2020,66,36,"Ericka L. Fink, Aline B. Maddux, Neethi Pinto, Samuel Sorenson, Daniel A. Notterman, Jurrien Dean, Robert A. Berg, Athena F. Zuppa, Murray M. Pollack, Kathleen L. Meert, Mark W. Hall, Anil Sapru, Patrick S. McQuillen, Peter M. Mourani, David Wessel, Deborah Amey, Andrew C. Argent, Werther Brunow de Carvalho, Warwick Butt, Karen Choong, Martha A. Q. Curley, M.D.P. Arias Lopez, Demet Demirkol, Ruth Grosskreuz, Amy J. Houtrow, Hennie Knoester, Jan Hau Lee, Debbie Long, Joseph C. Manning, Brenda Morrow, Jhuma Sankar, Beth S. Slomine, McKenna Smith, Lenora M. Olson, R. Scott Watson",35,"{'US': 24, 'ZA': 2, 'BR': 1, 'AU': 2, 'CA': 1, 'AR': 1, 'TR': 1, 'NL': 1, 'SG': 1, 'GB': 1, 'IN': 1}",control,male,"{'M': 15, 'F': 16}"
Joseph A. Carcillo,Senior,Lower respiratory tract infections in children requiring mechanical ventilation: a multicentre prospective surveillance study incorporating airway metagenomics,2022,56,33,"Alexandra Tsitsiklis, Christina M. Osborne, Jack Kamm, Kayla Williamson, Katrina Kalantar, Gytis Dudas, Saharai Caldera, Amy Lyden, Michelle Tan, Norma Neff, Victoria Soesanto, J. Kirk Harris, Lilliam Ambroggio, Aline B. Maddux, Todd C. Carpenter, Ron Reeder, Chris Locandro, Eric A. F. Simões, Matthew K. Leroue, Mark W. Hall, Athena F. Zuppa, Kathleen L. Meert, Anil Sapru, Murray M. Pollack, Patrick S. McQuillen, Daniel A. Notterman, J. Michael Dean, Matt S. Zinter, Brandie D. Wagner, Joseph L. DeRisi, Peter M. Mourani, Charles Langelier",32,{'US': 32},control,male,"{'M': 16, 'F': 12}"
Joseph A. Carcillo,Senior,SARS-CoV-2 (COVID-19) structural and evolutionary dynamicome: Insights into functional evolution and human genomics,2020,49,22,"Ruchir Gupta, Jacob Charron, Cynthia L. Stenger, Jared Painter, Hunter Steward, Taylor W. Cook, William E. Faber, Austin Frisch, Eric Lind, Jacob Bauss, Xiaopeng Li, Olivia Sirpilla, Xavier Soehnlen, Adam Underwood, David A. Hinds, Michèle Morris, Neil E. Lamb, Caleb Bupp, Bruce D. Uhal, Surender Rajasekaran, Jeremy W. Prokop",21,{'US': 22},control,male,"{'M': 16, 'F': 3}"
Joseph A. Carcillo,Senior,Subtypes and Mimics of Sepsis,2022,45,5,"John A. Kellum, Cassandra L. Formeck, Kate F. Kernan, Hernando Gómez",4,{'US': 5},control,male,"{'M': 2, 'F': 2}"
Joseph A. Carcillo,Senior,Diastolic Blood Pressure Threshold During Pediatric Cardiopulmonary Resuscitation and Survival Outcomes: A Multicenter Validation Study*,2022,45,45,"Robert A. Berg, Ryan W. Morgan, Ron Reeder, Tageldin Ahmed, Michael J. Bell, Robert Bishop, Matthew Bochkoris, Candice Burns, Todd C. Carpenter, J. Michael Dean, J. Wesley Diddle, Myke Federman, Richard Fernandez, Ericka L. Fink, Deborah Franzon, Aisha H. Frazier, Stuart H. Friess, Kathryn Graham, Mark W. Hall, David A. Hehir, Christopher M. Horvat, Leanna L. Huard, Tensing Maa, Arushi Manga, Patrick S. McQuillen, Kathleen L. Meert, Peter M. Mourani, Vinay Nadkarni, Maryam Y. Naim, Daniel A. Notterman, Chella A. Palmer, Murray M. Pollack, Anil Sapru, Carleen Schneiter, Matthew Sharron, Neeraj Srivastava, Sarah Tabbutt, Bradley Tilford, Shirley Viteri, David Wessel, Heather Wolfe, Andrew R. Yates, Athena F. Zuppa, Robert M. Sutton",44,{'US': 45},control,male,"{'M': 24, 'F': 14}"
Joseph A. Carcillo,Senior,C-Reactive Protein and Ferritin Are Associated With Organ Dysfunction and Mortality in Hospitalized Children,2019,41,6,"Christopher M. Horvat, Jamie Bell, Sajel Kantawala, Alicia K. Au, Robert S. B. Clark",5,{'US': 6},control,male,"{'M': 2, 'F': 2}"
Joseph A. Carcillo,Senior,Machine learning derivation of four computable 24-h pediatric sepsis phenotypes to facilitate enrollment in early personalized anti-inflammatory clinical trials,2022,41,25,"Yidi Qin, Kate F. Kernan, Zhenjiang Fan, Hyun Jung Park, Soyeon Kim, Scott Canna, John A. Kellum, Robert A. Berg, David Wessel, Murray M. Pollack, Kathleen L. Meert, Mark W. Hall, Christopher J. L. Newth, John C. Lin, Allan Doctor, Thomas P. Shanley, Tim Cornell, Rick Harrison, Athena F. Zuppa, Russell Banks, Ron Reeder, Richard Holubkov, Daniel A. Notterman, J. Michael Dean",24,{'US': 25},control,male,"{'M': 16, 'F': 4}"
Joseph A. Carcillo,Senior,High-Density Blood Transcriptomics Reveals Precision Immune Signatures of SARS-CoV-2 Infection in Hospitalized Individuals,2021,40,30,"Jeremy W. Prokop, Nicholas Hartog, Dave Chesla, William E. Faber, Chanise P. Love, Rachid Karam, Nelly Abualkheir, Benjamin Feldmann, Li Teng, Tamara McBride, Mara L. Leimanis, B. Keith English, Amanda Holsworth, Austin Frisch, Jacob Bauss, Nathisha Kalpage, Aram Derbedrossian, Ryan M. Pinti, Nicole Hale, Joshua Mills, Alexandra Eby, Elizabeth VanSickle, Spencer C. Pageau, Rama Shankar, Bin Chen, Dominic Sanfilippo, Rosemary Olivero, Caleb Bupp, Surender Rajasekaran",29,{'US': 30},control,male,"{'M': 16, 'F': 8}"
Joseph A. Carcillo,Senior,The physiologic response to epinephrine and pediatric cardiopulmonary resuscitation outcomes,2023,37,45,"Ryan W. Morgan, Robert A. Berg, Ron Reeder, Todd C. Carpenter, Deborah Franzon, Aisha H. Frazier, Kathryn Graham, Kathleen L. Meert, Vinay Nadkarni, Maryam Y. Naim, Bradley Tilford, Heather Wolfe, Andrew R. Yates, Robert M. Sutton, Tageldin Ahmed, Michael J. Bell, Robert Bishop, Matthew Bochkoris, Candice Burns, Jay B. Dean, J. Wesley Diddle, Myke Federman, Richard Fernandez, Ericka L. Fink, Stuart H. Friess, Mark Hall, David A. Hehir, Christopher M. Horvat, Leanna L. Huard, Tensing Maa, Arushi Manga, Patrick S. McQuillen, Peter M. Mourani, Daniel A. Notterman, Murray M. Pollack, Anil Sapru, Carleen Schneiter, Matthew Sharron, Neeraj Srivastava, Sarah Tabbutt, Shirley Viteri, David Wessel, Andrew R. Yates, Athena F. Zuppa",44,{'US': 16},control,male,"{'M': 26, 'F': 14}"
Joseph A. Carcillo,Senior,The 2022 <scp>EULAR</scp>/<scp>ACR</scp> Points to Consider at the Early Stages of Diagnosis and Management of Suspected Haemophagocytic Lymphohistiocytosis/Macrophage Activation Syndrome (<scp>HLH</scp>/<scp>MAS</scp>),2023,29,31,"Bita Shakoory, Ashley V. Geerlinks, Marta Wilejto, Kate F. Kernan, Melissa Hines, Micol Romano, David Piskin, Angelo Ravelli, Rashmi Sinha, Daniel Aletaha, Carl E. Allen, Hamid Bassiri, Edward M. Behrens, Linda Carl, Winn Chatham, Jeffrey I. Cohen, Randy Q. Cron, Erik Drewniak, Alexei A. Grom, Lauren A. Henderson, AnnaCarin Horne, Michael B. Jordan, Kim E. Nichols, Grant S. Schulert, Sebastiaan J. Vastert, Erkan Demirkaya, Raphaela Goldbach‐Mansky, Fabrizio De Benedetti, Rebecca Marsh, Scott Canna",30,"{'US': 19, 'CA': 5, 'IT': 2, 'AT': 1, 'SE': 1, 'NL': 1}",control,male,"{'M': 16, 'F': 12}"
Joseph A. Carcillo,Senior,"Associations Between End-Tidal Carbon Dioxide During Pediatric Cardiopulmonary Resuscitation, Cardiopulmonary Resuscitation Quality, and Survival",2023,26,49,"Ryan W. Morgan, Ron Reeder, Dieter Bender, Kellimarie Cooper, Stuart H. Friess, Kathryn Graham, Kathleen L. Meert, Peter M. Mourani, R. Charles Murray, Vinay Nadkarni, C. Nataraj, Chella A. Palmer, Neeraj Srivastava, Bradley Tilford, Heather Wolfe, Andrew R. Yates, Robert A. Berg, Robert M. Sutton, Tageldin Ahmed, Michael J. Bell, Robert Bishop, Matthew Bochkoris, Candice Burns, Todd C. Carpenter, Jay B. Dean, J. Wesley Diddle, Myke Federman, Richard Fernandez, Ericka L. Fink, Deborah Franzon, Aisha H. Frazier, Mark Hall, David A. Hehir, Christopher M. Horvat, Leanna L. Huard, Tensing Maa, Arushi Manga, Patrick S. McQuillen, Maryam Y. Naim, Daniel A. Notterman, Murray M. Pollack, Anil Sapru, Carleen Schneiter, Matthew Sharron, Sarah Tabbutt, Shirley Viteri, David Wessel, Athena F. Zuppa",48,{'US': 19},control,male,"{'M': 26, 'F': 14}"
Joseph A. Carcillo,Senior,Identification of post-cardiac arrest blood pressure thresholds associated with outcomes in children: an ICU-Resuscitation study,2023,19,46,"Monique M. Gardner, David A. Hehir, Ron Reeder, Tageldin Ahmed, Michael J. Bell, Robert A. Berg, Robert Bishop, Matthew Bochkoris, Candice Burns, Todd C. Carpenter, Jay B. Dean, J. Wesley Diddle, Myke Federman, Richard Fernandez, Ericka L. Fink, Deborah Franzon, Aisha H. Frazier, Stuart H. Friess, Kathryn Graham, Mark W. Hall, Monica Harding, Christopher M. Horvat, Leanna L. Huard, Tensing Maa, Arushi Manga, Patrick S. McQuillen, Kathleen L. Meert, Ryan W. Morgan, Peter M. Mourani, Vinay Nadkarni, Maryam Y. Naim, Daniel A. Notterman, Murray M. Pollack, Anil Sapru, Carleen Schneiter, Matthew Sharron, Neeraj Srivastava, Bradley Tilford, Shirley Viteri, David Wessel, Heather Wolfe, Andrew R. Yates, Athena F. Zuppa, Robert M. Sutton, Alexis Topjian",45,{'US': 46},control,male,"{'M': 26, 'F': 15}"
Joseph A. Carcillo,Senior,Therapeutic Plasma Exchange in Children With Thrombocytopenia-Associated Multiple Organ Failure: The Thrombocytopenia-Associated Multiple Organ Failure Network Prospective Experience,2018,76,16,"James D. Fortenberry, Trung C. Nguyen, Jocelyn R. Grunwell, Rajesh K. Aneja, Derek S. Wheeler, Mark W. Hall, Geoffrey M. Fleming, Rod Tarrago, Warwick Butt, Heidi J. Dalton, Yong Han, Kirk A. Easley, Andrea Knežević, Tian Dai, Matthew L. Paden",15,{'US': 15},control,male,"{'M': 11, 'F': 3}"
Joseph A. Carcillo,Senior,Pediatric Sepsis Update: How Are Children Different?,2018,70,5,"Bryanna Emr, Alicia M. Alcamo, Rajesh K. Aneja, Kevin P. Mollen",4,{'US': 5},control,male,"{'M': 2, 'F': 2}"
Joseph A. Carcillo,Senior,Children with Chronic Disease Bear the Highest Burden of Pediatric Sepsis,2018,70,8,"Andrew Prout, Victor B. Talisa, Florian Mayr, Derek C. Angus, Christopher Seymour, Chung-Chou H. Chang, Sachin Yende",7,{'US': 8},control,male,"{'M': 6, 'F': 0}"
Joseph A. Carcillo,Senior,Hospital Variation in Risk-Adjusted Pediatric Sepsis Mortality*,2018,69,5,"Stefanie G. Ames, Billie S. Davis, Derek C. Angus, Jeremy M. Kahn",4,{'US': 5},control,male,"{'M': 2, 'F': 2}"
Joseph A. Carcillo,Senior,PICU Length of Stay: Factors Associated With Bed Utilization and Development of a Benchmarking Model,2017,63,14,"Murray M. Pollack, Richard Holubkov, Ron Reeder, Jurrien Dean, Kathleen L. Meert, Robert A. Berg, Christopher J. L. Newth, John Berger, Rick Harrison, Heidi J. Dalton, David Wessel, Tammara L. Jenkins, Robert F. Tamburro",13,{'US': 14},control,male,"{'M': 10, 'F': 2}"
Joseph A. Carcillo,Senior,"Hemolysis During Pediatric Extracorporeal Membrane Oxygenation: Associations With Circuitry, Complications, and Mortality",2018,63,12,"Heidi J. Dalton, Katherine Cashen, Ron Reeder, Robert A. Berg, Thomas P. Shanley, Christopher J. L. Newth, Murray M. Pollack, David Wessel, Rick Harrison, J. Michael Dean, Kathleen L. Meert",11,{'US': 12},control,male,"{'M': 7, 'F': 3}"
Joseph A. Carcillo,Senior,Functional Status of Neonatal and Pediatric Patients After Extracorporeal Membrane Oxygenation*,2017,61,13,"Katherine Cashen, Ron Reeder, Heidi J. Dalton, Robert A. Berg, Thomas P. Shanley, Christopher J. L. Newth, Murray M. Pollack, David Wessel, Rick Harrison, Jurrien Dean, Tammara L. Jenkins, Kathleen L. Meert",12,{'US': 13},control,male,"{'M': 8, 'F': 3}"
Joseph A. Carcillo,Senior,The Endothelial Glycocalyx: A Fundamental Determinant of Vascular Permeability in Sepsis,2020,61,3,"Jaime Fernández‐Sarmiento, Lina María Salazar-Peláez",2,"{'CO': 2, 'US': 1}",control,male,"{'M': 1, 'F': 1}"
Joseph A. Carcillo,Senior,"Hyperoxia and Hypocapnia During Pediatric Extracorporeal Membrane Oxygenation: Associations With Complications, Mortality, and Functional Status Among Survivors*",2018,60,13,"Katherine Cashen, Ron Reeder, Heidi J. Dalton, Robert A. Berg, Thomas P. Shanley, Christopher J. L. Newth, Murray M. Pollack, David Wessel, Rick Harrison, J. Michael Dean, Robert F. Tamburro, Kathleen L. Meert",12,{'US': 13},control,male,"{'M': 8, 'F': 3}"
Joseph A. Carcillo,Senior,RBC Transfusion Practice in Pediatric Extracorporeal Membrane Oxygenation Support,2018,54,15,"Jennifer A. Muszynski, Ron Reeder, Mark W. Hall, Robert A. Berg, Thomas P. Shanley, Christopher J. L. Newth, Murray M. Pollack, David Wessel, Rick Harrison, Kathleen L. Meert, J. Michael Dean, Tammara L. Jenkins, Robert F. Tamburro, Heidi J. Dalton",14,{'US': 15},control,male,"{'M': 9, 'F': 3}"
Joseph A. Carcillo,Senior,Platelet Transfusion Practice and Related Outcomes in Pediatric Extracorporeal Membrane Oxygenation*,2019,52,13,"Katherine Cashen, Heidi J. Dalton, Ron Reeder, Arun Saini, Athena F. Zuppa, Thomas P. Shanley, Christopher J. L. Newth, Murray M. Pollack, David Wessel, Rick Harrison, J. Michael Dean, Kathleen L. Meert",12,{'US': 13},control,male,"{'M': 7, 'F': 4}"
Joseph A. Carcillo,Senior,End-tidal carbon dioxide during pediatric in-hospital cardiopulmonary resuscitation,2018,45,17,"Robert A. Berg, Ron Reeder, Kathleen L. Meert, Andrew R. Yates, John Berger, Christopher J. L. Newth, Patrick S. McQuillen, Rick Harrison, Frank W. Moler, Murray M. Pollack, Todd C. Carpenter, Daniel A. Notterman, Richard Holubkov, J. Michael Dean, Vinay Nadkarni, Robert M. Sutton",16,{'US': 17},control,male,"{'M': 14, 'F': 1}"
Joseph A. Carcillo,Senior,Adults with septic shock and extreme hyperferritinemia exhibit pathogenic immune variation,2018,42,6,"Kate F. Kernan, Lina Ghaloul‐Gonzalez, Bita Shakoory, John A. Kellum, Derek C. Angus",5,{'US': 5},control,male,"{'M': 2, 'F': 3}"
Joseph A. Carcillo,Senior,Variability in Usual Care Mechanical Ventilation for Pediatric Acute Respiratory Distress Syndrome: Time for a Decision Support Protocol?*,2017,42,19,"Christopher J. L. Newth, Katherine Sward, Robinder G. Khemani, Kent Page, Kathleen L. Meert, Thomas P. Shanley, Frank W. Moler, Murray M. Pollack, Heidi J. Dalton, David Wessel, John Berger, Robert A. Berg, Rick Harrison, Richard Holubkov, Allan Doctor, Jay B. Dean, Tammara L. Jenkins, Carol Nicholson",18,{'US': 19},control,male,"{'M': 12, 'F': 4}"
Joseph A. Carcillo,Senior,Characteristics and Outcomes of Critical Illness in Children With Feeding and Respiratory Technology Dependence,2019,38,10,"Julia A. Heneghan, Ron Reeder, J. Michael Dean, Kathleen L. Meert, Robert A. Berg, Christopher J. L. Newth, Heidi J. Dalton, Robert F. Tamburro, Murray M. Pollack",9,{'US': 10},control,male,"{'M': 5, 'F': 3}"
Joseph A. Carcillo,Senior,Scoring Systems for Organ Dysfunction and Multiple Organ Dysfunction: The PODIUM Consensus Conference,2021,38,10,"Luregn J. Schlapbach, Scott L. Weiss, Melania M. Bembea, Francis Leclerc, Stéphane Leteurtre, Pierre Tissières, James L. Wynn, Jerry J. Zimmerman, Jacques Lacroix",9,"{'AU': 1, 'US': 5, 'FR': 3, 'CA': 1}",control,male,"{'M': 7, 'F': 1}"
Joseph A. Carcillo,Senior,Acquired infection during neonatal and pediatric extracorporeal membrane oxygenation,2018,36,13,"Katherine Cashen, Ron Reeder, Heidi J. Dalton, Robert A. Berg, Thomas P. Shanley, Christopher J. L. Newth, Murray M. Pollack, David Wessel, Rick Harrison, J. Michael Dean, Robert F. Tamburro, Kathleen L. Meert",12,{'US': 13},control,male,"{'M': 8, 'F': 3}"
Joseph A. Carcillo,Senior,Development of a core outcome set for pediatric critical care outcomes research,2020,36,20,"Ericka L. Fink, Jessica Jarvis, Aline B. Maddux, Neethi Pinto, Patrick Galyean, Lenora M. Olson, Susan Zickmund, Melissa Ringwood, Samuel Sorenson, J. Michael Dean, Robert A. Berg, Athena F. Zuppa, Murray M. Pollack, Kathleen L. Meert, Mark W. Hall, Anil Sapru, Patrick S. McQuillen, Peter M. Mourani, R. Scott Watson",19,{'US': 18},control,male,"{'M': 8, 'F': 8}"
Joseph A. Carcillo,Senior,Survival and Hemodynamics During Pediatric Cardiopulmonary Resuscitation for Bradycardia and Poor Perfusion Versus Pulseless Cardiac Arrest,2020,36,22,"Ryan W. Morgan, Ron Reeder, Kathleen L. Meert, Russell Telford, Andrew R. Yates, John Berger, Kathryn Graham, William Landis, Todd J. Kilbaugh, Christopher J. L. Newth, Patrick S. McQuillen, Rick Harrison, Frank W. Moler, Murray M. Pollack, Todd C. Carpenter, Daniel A. Notterman, Richard Holubkov, J. Michael Dean, Vinay Nadkarni, Robert A. Berg, Robert M. Sutton",21,{'US': 22},control,male,"{'M': 18, 'F': 2}"
Joseph A. Carcillo,Senior,Oxygen Delivery and Oxygen Consumption in Pediatric Fluid Refractory Septic Shock During the First 42 h of Therapy and Their Relationship to 28-Day Outcome,2018,34,3,"Chulananda Goonasekera, Akash Deep",2,"{'GB': 2, 'US': 1}",control,male,"{'M': 1, 'F': 0}"
Joseph A. Carcillo,Senior,A National Approach to Pediatric Sepsis Surveillance,2019,33,21,"Heather Hsu, Francisca Abanyie, Michael S. D. Agus, Fran Balamuth, Patrick W. Brady, Richard J. Brilli, Raymund Dantes, Lauren Epstein, Anthony E. Fiore, Jeffrey S. Gerber, Runa H. Gokhale, Benny L. Joyner, Niranjan Kissoon, Michael Klompas, Grace M. Lee, Charles G. Macias, Karen M. Puopolo, Carmen Sulton, Scott L. Weiss, Chanu Rhee",20,"{'US': 17, 'CA': 1}",control,male,"{'M': 10, 'F': 8}"
Joseph A. Carcillo,Senior,Mortality Risk in Pediatric Sepsis Based on C-reactive Protein and Ferritin Levels,2022,33,26,"Christopher M. Horvat, Anthony Fabio, Daniel S. Nagin, Russell Banks, Yidi Qin, Hyun Jung Park, Kate F. Kernan, Scott Canna, Robert A. Berg, David Wessel, Murray M. Pollack, Kathleen L. Meert, Mark W. Hall, Christopher J. L. Newth, John C. Lin, Allan Doctor, Thomas P. Shanley, Tim Cornell, Rick Harrison, Athena F. Zuppa, Ron Reeder, Katherine Sward, Richard Holubkov, Daniel A. Notterman, J. Michael Dean",25,{'US': 26},control,male,"{'M': 18, 'F': 4}"
Joseph A. Carcillo,Senior,Trajectories and Risk Factors for Altered Physical and Psychosocial Health-Related Quality of Life After Pediatric Community-Acquired Septic Shock*,2020,30,24,"Kathleen L. Meert, Ron Reeder, Aline B. Maddux, Russell Banks, Robert A. Berg, Athena F. Zuppa, Christopher J. L. Newth, David Wessel, Murray M. Pollack, Mark W. Hall, Michael W. Quasney, Anil Sapru, Patrick S. McQuillen, Peter M. Mourani, Ranjit S. Chima, Richard Holubkov, Samuel Sorenson, James W. Varni, Julie McGalliard, Wren Haaland, Kathryn B. Whitlock, J. Michael Dean, Jerry J. Zimmerman",23,{'US': 24},control,male,"{'M': 17, 'F': 5}"
Joseph A. Carcillo,Senior,Temporal airway microbiome changes related to ventilator-associated pneumonia in children,2020,30,27,"Peter M. Mourani, Marci K. Sontag, Kayla Williamson, J. Kirk Harris, Ron Reeder, Chris Locandro, Todd C. Carpenter, Aline B. Maddux, Katherine Ziegler, Eric A. F. Simões, Christina M. Osborne, Lilliam Ambroggio, Matthew K. Leroue, Charles E. Robertson, Charles Langelier, Joseph L. DeRisi, Jack Kamm, Mark W. Hall, Athena F. Zuppa, Kathleen L. Meert, Anil Sapru, Murray M. Pollack, Patrick S. McQuillen, Daniel A. Notterman, J. Michael Dean, Brandie D. Wagner",26,{'US': 27},control,male,"{'M': 15, 'F': 8}"
